"","Team","Value","Squad size","Date"
"1","Hull City","€64.40m",30,"2017-09-15"
"2","Ipswich Town","€21.35m",27,"2017-09-15"
"3","Blackpool FC","€3.70m",27,"2017-09-15"
"4","Sunderland AFC","€65.75m",27,"2017-09-15"
"5","Shrewsbury Town","€2.13m",21,"2017-09-15"
"6","Charlton Athletic","€8.50m",23,"2017-09-15"
"7","Fleetwood Town","€4.88m",27,"2017-09-15"
"8","Milton Keynes Dons","€9.48m",29,"2017-09-15"
"9","Oxford United","€7.38m",28,"2017-09-15"
"10","Wigan Athletic","€12.68m",27,"2017-09-15"
"11","Swindon Town","€3.13m",25,"2017-09-15"
"12","Doncaster Rovers","€2.95m",28,"2017-09-15"
"13","Portsmouth FC","€5.15m",27,"2017-09-15"
"14","Burton Albion","€12.55m",25,"2017-09-15"
"15","Gillingham FC","€3.50m",25,"2017-09-15"
"16","Bristol Rovers","€2.80m",24,"2017-09-15"
"17","Plymouth Argyle","€5.28m",25,"2017-09-15"
"18","Northampton Town","€7.20m",27,"2017-09-15"
"19","Lincoln City","€1.78m",21,"2017-09-15"
"20","Peterborough United","€4.58m",27,"2017-09-15"
"21","Rochdale AFC","€4.10m",27,"2017-09-15"
"22","Crewe Alexandra","€2.33m",25,"2017-09-15"
"23","AFC Wimbledon","€4.33m",27,"2017-09-15"
"24","Accrington Stanley","€2.03m",24,"2017-09-15"
