"Team","Value","Squad size","Date"
"Salford City","-",0,"2012-02-01"
"Southend United","£4.25m",30,"2012-02-01"
"Bolton Wanderers","£76.95m",27,"2012-02-01"
"Oldham Athletic","£4.05m",27,"2012-02-01"
"Tranmere Rovers","£3.11m",25,"2012-02-01"
"Morecambe FC","£2.95m",27,"2012-02-01"
"Grimsby Town","£1.24m",23,"2012-02-01"
"Colchester United","£4.93m",23,"2012-02-01"
"Leyton Orient","£5.92m",25,"2012-02-01"
"Mansfield Town","£1.98m",24,"2012-02-01"
"Bradford City","£5.87m",34,"2012-02-01"
"Scunthorpe United","£4.37m",27,"2012-02-01"
"Barrow AFC","£675Th.",24,"2012-02-01"
"Port Vale FC","£1.94m",25,"2012-02-01"
"Cheltenham Town","£2.43m",23,"2012-02-01"
"Exeter City","£3.38m",26,"2012-02-01"
"Carlisle United","£5.92m",24,"2012-02-01"
"Crawley Town","£2.88m",24,"2012-02-01"
"Newport County","£968Th.",26,"2012-02-01"
"Cambridge United","£315Th.",24,"2012-02-01"
"Walsall FC","£4.41m",23,"2012-02-01"
"Forest Green Rovers","£2.05m",27,"2012-02-01"
"Stevenage FC","£2.50m",25,"2012-02-01"
"Harrogate Town","£765Th.",23,"2012-02-01"
