"Team","Value","Squad size","Date"
"Salford City","£1.94m",23,"2018-09-01"
"Southend United","£5.51m",29,"2018-09-01"
"Bolton Wanderers","£18.77m",30,"2018-09-01"
"Oldham Athletic","£4.43m",26,"2018-09-01"
"Tranmere Rovers","£1.78m",28,"2018-09-01"
"Morecambe FC","£2.05m",26,"2018-09-01"
"Grimsby Town","£2.86m",26,"2018-09-01"
"Colchester United","£1.60m",24,"2018-09-01"
"Leyton Orient","£2.03m",24,"2018-09-01"
"Mansfield Town","£3.62m",24,"2018-09-01"
"Bradford City","£4.23m",29,"2018-09-01"
"Scunthorpe United","£8.60m",25,"2018-09-01"
"Barrow AFC","£1.19m",25,"2018-09-01"
"Port Vale FC","£1.96m",27,"2018-09-01"
"Cheltenham Town","£2.16m",27,"2018-09-01"
"Exeter City","£3.04m",25,"2018-09-01"
"Carlisle United","£2.34m",26,"2018-09-01"
"Crawley Town","£2.45m",23,"2018-09-01"
"Newport County","£1.60m",21,"2018-09-01"
"Walsall FC","£2.03m",25,"2018-09-01"
"Forest Green Rovers","£2.68m",24,"2018-09-01"
"Stevenage FC","£1.71m",29,"2018-09-01"
"Cambridge United","£1.98m",27,"2018-09-01"
"Harrogate Town","£675Th.",21,"2018-09-01"
