"","Team","Value","Squad size","Date"
"1","Salford City","€100Th.",4,"2014-02-15"
"2","Southend United","€3.70m",25,"2014-02-15"
"3","Bolton Wanderers","€36.35m",24,"2014-02-15"
"4","Oldham Athletic","€5.33m",26,"2014-02-15"
"5","Tranmere Rovers","€3.10m",23,"2014-02-15"
"6","Morecambe FC","€2.28m",24,"2014-02-15"
"7","Grimsby Town","€875Th.",21,"2014-02-15"
"8","Colchester United","€3.60m",24,"2014-02-15"
"9","Leyton Orient","€5.88m",27,"2014-02-15"
"10","Mansfield Town","€1.18m",27,"2014-02-15"
"11","Bradford City","€7.50m",26,"2014-02-15"
"12","Scunthorpe United","€4.65m",29,"2014-02-15"
"13","Barrow AFC","€600Th.",23,"2014-02-15"
"14","Port Vale FC","€3.83m",26,"2014-02-15"
"15","Cheltenham Town","€1.58m",21,"2014-02-15"
"16","Exeter City","€2.98m",24,"2014-02-15"
"17","Carlisle United","€3.55m",27,"2014-02-15"
"18","Crawley Town","€3.03m",20,"2014-02-15"
"19","Newport County","€2.13m",26,"2014-02-15"
"20","Cambridge United","€950Th.",28,"2014-02-15"
"21","Walsall FC","€4.70m",27,"2014-02-15"
"22","Forest Green Rovers","€1.33m",26,"2014-02-15"
"23","Stevenage FC","€3.90m",24,"2014-02-15"
"24","Harrogate Town","€2.23m",34,"2014-02-15"
