"Team","Value","Squad size","Date"
"Salford City","£1.06m",24,"2016-07-15"
"Bolton Wanderers","£9.92m",26,"2016-07-15"
"Oldham Athletic","£3.31m",20,"2016-07-15"
"Barrow AFC","£675Th.",20,"2016-07-15"
"Morecambe FC","£1.33m",16,"2016-07-15"
"Mansfield Town","£1.85m",23,"2016-07-15"
"Tranmere Rovers","£990Th.",25,"2016-07-15"
"Grimsby Town","£1.71m",21,"2016-07-15"
"Leyton Orient","£5.02m",24,"2016-07-15"
"Colchester United","£2.61m",22,"2016-07-15"
"Scunthorpe United","£4.25m",25,"2016-07-15"
"Bradford City","£3.76m",19,"2016-07-15"
"Port Vale FC","£4.21m",26,"2016-07-15"
"Crawley Town","£2.18m",20,"2016-07-15"
"Exeter City","£4.10m",28,"2016-07-15"
"Newport County","£1.46m",20,"2016-07-15"
"Southend United","£2.70m",18,"2016-07-15"
"Cheltenham Town","£855Th.",18,"2016-07-15"
"Cambridge United","£1.80m",21,"2016-07-15"
"Carlisle United","£1.98m",20,"2016-07-15"
"Stevenage FC","£1.35m",22,"2016-07-15"
"Forest Green Rovers","£1.89m",26,"2016-07-15"
"Walsall FC","£2.54m",20,"2016-07-15"
"Harrogate Town","£3.11m",51,"2016-07-15"
