"","Team","Value","Squad size","Date"
"1","Hull City","€61.65m",25,"2014-05-15"
"2","Ipswich Town","€14.28m",24,"2014-05-15"
"3","Blackpool FC","€15.48m",26,"2014-05-15"
"4","Sunderland AFC","€102.00m",26,"2014-05-15"
"5","Shrewsbury Town","€3.50m",25,"2014-05-15"
"6","Charlton Athletic","€15.85m",30,"2014-05-15"
"7","Fleetwood Town","€4.03m",29,"2014-05-15"
"8","Milton Keynes Dons","€5.45m",22,"2014-05-15"
"9","Oxford United","€2.78m",28,"2014-05-15"
"10","Wigan Athletic","€56.95m",30,"2014-05-15"
"11","Swindon Town","€4.05m",30,"2014-05-15"
"12","Doncaster Rovers","€10.50m",24,"2014-05-15"
"13","Portsmouth FC","€5.20m",29,"2014-05-15"
"14","Burton Albion","€2.99m",23,"2014-05-15"
"15","Gillingham FC","€4.15m",30,"2014-05-15"
"16","Bristol Rovers","€2.93m",26,"2014-05-15"
"17","Plymouth Argyle","€3.08m",25,"2014-05-15"
"18","Northampton Town","€4.58m",31,"2014-05-15"
"19","Lincoln City","€725Th.",22,"2014-05-15"
"20","Peterborough United","€6.90m",27,"2014-05-15"
"21","Rochdale AFC","€2.43m",28,"2014-05-15"
"22","Crewe Alexandra","€2.20m",25,"2014-05-15"
"23","AFC Wimbledon","€2.30m",27,"2014-05-15"
"24","Accrington Stanley","€2.13m",24,"2014-05-15"
