"Team","Value","Squad size","Date"
"Salford City","£4.50m",22,"2020-09-01"
"Southend United","£1.51m",23,"2020-09-01"
"Bolton Wanderers","£2.61m",27,"2020-09-01"
"Oldham Athletic","£3.06m",19,"2020-09-01"
"Tranmere Rovers","£2.14m",20,"2020-09-01"
"Morecambe FC","£2.66m",23,"2020-09-01"
"Grimsby Town","£1.85m",24,"2020-09-01"
"Colchester United","£2.50m",24,"2020-09-01"
"Leyton Orient","£2.43m",24,"2020-09-01"
"Mansfield Town","£2.25m",25,"2020-09-01"
"Bradford City","£2.21m",23,"2020-09-01"
"Scunthorpe United","£1.98m",27,"2020-09-01"
"Barrow AFC","£1.58m",20,"2020-09-01"
"Port Vale FC","£2.23m",25,"2020-09-01"
"Cheltenham Town","£1.91m",22,"2020-09-01"
"Exeter City","£1.96m",27,"2020-09-01"
"Carlisle United","£1.69m",27,"2020-09-01"
"Crawley Town","£1.78m",29,"2020-09-01"
"Newport County","£1.62m",19,"2020-09-01"
"Cambridge United","£1.28m",21,"2020-09-01"
"Walsall FC","£1.24m",23,"2020-09-01"
"Forest Green Rovers","£1.31m",24,"2020-09-01"
"Stevenage FC","£1.22m",23,"2020-09-01"
"Harrogate Town","£675Th.",22,"2020-09-01"
