"","Team","Value","Squad size","Date"
"1","Hull City","€70.30m",30,"2017-12-01"
"2","Ipswich Town","€21.10m",28,"2017-12-01"
"3","Blackpool FC","€4.53m",28,"2017-12-01"
"4","Sunderland AFC","€62.75m",27,"2017-12-01"
"5","Shrewsbury Town","€2.78m",23,"2017-12-01"
"6","Charlton Athletic","€8.70m",24,"2017-12-01"
"7","Fleetwood Town","€5.10m",27,"2017-12-01"
"8","Milton Keynes Dons","€6.70m",27,"2017-12-01"
"9","Oxford United","€6.83m",29,"2017-12-01"
"10","Wigan Athletic","€11.20m",29,"2017-12-01"
"11","Swindon Town","€3.28m",27,"2017-12-01"
"12","Doncaster Rovers","€3.63m",26,"2017-12-01"
"13","Portsmouth FC","€5.20m",27,"2017-12-01"
"14","Burton Albion","€12.15m",26,"2017-12-01"
"15","Gillingham FC","€3.48m",28,"2017-12-01"
"16","Bristol Rovers","€3.35m",23,"2017-12-01"
"17","Plymouth Argyle","€5.50m",27,"2017-12-01"
"18","Northampton Town","€7.05m",30,"2017-12-01"
"19","Lincoln City","€2.03m",22,"2017-12-01"
"20","Peterborough United","€4.55m",26,"2017-12-01"
"21","Rochdale AFC","€4.25m",27,"2017-12-01"
"22","Crewe Alexandra","€2.38m",27,"2017-12-01"
"23","AFC Wimbledon","€4.05m",27,"2017-12-01"
"24","Accrington Stanley","€1.98m",23,"2017-12-01"
