"","Team","Value","Squad size","Date"
"1","Liverpool FC","€275.25m",25,"2011-01-01"
"2","Manchester City","€357.30m",27,"2011-01-01"
"3","Chelsea FC","€362.00m",23,"2011-01-01"
"4","Manchester United","€369.50m",29,"2011-01-01"
"5","Tottenham Hotspur","€292.75m",29,"2011-01-01"
"6","Arsenal FC","€298.00m",24,"2011-01-01"
"7","Everton FC","€176.40m",22,"2011-01-01"
"8","Leicester City","€36.85m",32,"2011-01-01"
"9","Wolverhampton Wanderers","€71.00m",25,"2011-01-01"
"10","Aston Villa","€142.15m",26,"2011-01-01"
"11","West Ham United","€116.65m",30,"2011-01-01"
"12","Newcastle United","€78.88m",27,"2011-01-01"
"13","Southampton FC","€15.00m",27,"2011-01-01"
"14","Brighton & Hove Albion","€6.88m",28,"2011-01-01"
"15","Fulham FC","€100.25m",28,"2011-01-01"
"16","Crystal Palace","€15.15m",28,"2011-01-01"
"17","Leeds United","€25.78m",28,"2011-01-01"
"18","Sheffield United","€27.55m",27,"2011-01-01"
"19","Burnley FC","€33.38m",28,"2011-01-01"
"20","West Bromwich Albion","€68.75m",25,"2011-01-01"
