"Team","Value","Squad size","Date"
"Ipswich Town","£20.50m",31,"2017-02-15"
"Hull City","£108.32m",29,"2017-02-15"
"Sunderland AFC","£89.33m",28,"2017-02-15"
"Blackpool FC","£3.56m",27,"2017-02-15"
"Charlton Athletic","£12.51m",28,"2017-02-15"
"Milton Keynes Dons","£5.90m",26,"2017-02-15"
"Portsmouth FC","£3.62m",26,"2017-02-15"
"Fleetwood Town","£3.58m",31,"2017-02-15"
"Shrewsbury Town","£3.33m",26,"2017-02-15"
"Swindon Town","£5.04m",30,"2017-02-15"
"Oxford United","£5.11m",25,"2017-02-15"
"Wigan Athletic","£17.17m",32,"2017-02-15"
"Lincoln City","£720Th.",24,"2017-02-15"
"Doncaster Rovers","£2.93m",26,"2017-02-15"
"Gillingham FC","£4.93m",28,"2017-02-15"
"Bristol Rovers","£2.95m",31,"2017-02-15"
"Plymouth Argyle","£3.56m",25,"2017-02-15"
"Burton Albion","£11.61m",27,"2017-02-15"
"Crewe Alexandra","£2.27m",21,"2017-02-15"
"Northampton Town","£5.51m",26,"2017-02-15"
"Peterborough United","£4.01m",25,"2017-02-15"
"Rochdale AFC","£3.69m",29,"2017-02-15"
"AFC Wimbledon","£3.15m",25,"2017-02-15"
"Accrington Stanley","£2.07m",27,"2017-02-15"
