"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-04-15"
"2","Southend United","€4.10m",27,"2013-04-15"
"3","Bolton Wanderers","€45.60m",30,"2013-04-15"
"4","Oldham Athletic","€4.73m",27,"2013-04-15"
"5","Tranmere Rovers","€3.45m",27,"2013-04-15"
"6","Morecambe FC","€2.48m",23,"2013-04-15"
"7","Grimsby Town","€1.73m",23,"2013-04-15"
"8","Colchester United","€5.63m",27,"2013-04-15"
"9","Leyton Orient","€5.15m",20,"2013-04-15"
"10","Mansfield Town","€2.43m",29,"2013-04-15"
"11","Bradford City","€5.08m",23,"2013-04-15"
"12","Scunthorpe United","€4.40m",25,"2013-04-15"
"13","Barrow AFC","€1.00m",20,"2013-04-15"
"14","Port Vale FC","€3.75m",23,"2013-04-15"
"15","Cheltenham Town","€2.15m",20,"2013-04-15"
"16","Exeter City","€4.10m",27,"2013-04-15"
"17","Carlisle United","€3.98m",24,"2013-04-15"
"18","Crawley Town","€2.98m",24,"2013-04-15"
"19","Newport County","€2.13m",28,"2013-04-15"
"20","Cambridge United","€500Th.",20,"2013-04-15"
"21","Walsall FC","€3.60m",23,"2013-04-15"
"22","Forest Green Rovers","€1.45m",26,"2013-04-15"
"23","Stevenage FC","€6.18m",29,"2013-04-15"
"24","Harrogate Town","€1.70m",36,"2013-04-15"
