"","Team","Value","Squad size","Date"
"1","Salford City","€1.20m",27,"2016-01-15"
"2","Southend United","€4.85m",25,"2016-01-15"
"3","Bolton Wanderers","€19.50m",31,"2016-01-15"
"4","Oldham Athletic","€4.90m",28,"2016-01-15"
"5","Tranmere Rovers","€2.00m",28,"2016-01-15"
"6","Morecambe FC","€1.73m",23,"2016-01-15"
"7","Grimsby Town","€1.63m",23,"2016-01-15"
"8","Colchester United","€5.40m",28,"2016-01-15"
"9","Leyton Orient","€3.93m",26,"2016-01-15"
"10","Mansfield Town","€3.08m",26,"2016-01-15"
"11","Bradford City","€6.85m",27,"2016-01-15"
"12","Scunthorpe United","€5.18m",27,"2016-01-15"
"13","Barrow AFC","€1.10m",21,"2016-01-15"
"14","Port Vale FC","€3.35m",25,"2016-01-15"
"15","Cheltenham Town","€950Th.",28,"2016-01-15"
"16","Exeter City","€4.60m",30,"2016-01-15"
"17","Carlisle United","€2.20m",25,"2016-01-15"
"18","Crawley Town","€2.80m",20,"2016-01-15"
"19","Newport County","€1.30m",21,"2016-01-15"
"20","Cambridge United","€2.53m",24,"2016-01-15"
"21","Walsall FC","€3.70m",24,"2016-01-15"
"22","Forest Green Rovers","€2.03m",24,"2016-01-15"
"23","Stevenage FC","€2.23m",26,"2016-01-15"
"24","Harrogate Town","€3.08m",45,"2016-01-15"
