"Team","Value","Squad size","Date"
"Hull City","£63.27m",30,"2017-10-01"
"Ipswich Town","£18.99m",28,"2017-10-01"
"Blackpool FC","£3.33m",26,"2017-10-01"
"Sunderland AFC","£56.48m",27,"2017-10-01"
"Charlton Athletic","£7.65m",23,"2017-10-01"
"Shrewsbury Town","£1.91m",21,"2017-10-01"
"Fleetwood Town","£4.39m",27,"2017-10-01"
"Milton Keynes Dons","£8.53m",29,"2017-10-01"
"Oxford United","£6.64m",29,"2017-10-01"
"Wigan Athletic","£11.41m",28,"2017-10-01"
"Swindon Town","£2.81m",26,"2017-10-01"
"Doncaster Rovers","£2.66m",25,"2017-10-01"
"Portsmouth FC","£4.64m",27,"2017-10-01"
"Burton Albion","£10.85m",25,"2017-10-01"
"Gillingham FC","£3.20m",28,"2017-10-01"
"Bristol Rovers","£2.52m",24,"2017-10-01"
"Northampton Town","£6.44m",26,"2017-10-01"
"Plymouth Argyle","£4.75m",25,"2017-10-01"
"Lincoln City","£1.60m",21,"2017-10-01"
"Peterborough United","£4.12m",27,"2017-10-01"
"Rochdale AFC","£3.69m",27,"2017-10-01"
"Crewe Alexandra","£2.09m",25,"2017-10-01"
"AFC Wimbledon","£3.89m",28,"2017-10-01"
"Accrington Stanley","£1.82m",24,"2017-10-01"
