"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-02-15"
"2","Southend United","€4.83m",27,"2013-02-15"
"3","Bolton Wanderers","€58.85m",33,"2013-02-15"
"4","Oldham Athletic","€4.38m",29,"2013-02-15"
"5","Tranmere Rovers","€2.65m",23,"2013-02-15"
"6","Morecambe FC","€2.48m",23,"2013-02-15"
"7","Grimsby Town","€1.75m",23,"2013-02-15"
"8","Colchester United","€5.48m",26,"2013-02-15"
"9","Leyton Orient","€5.23m",21,"2013-02-15"
"10","Mansfield Town","€2.73m",28,"2013-02-15"
"11","Bradford City","€5.48m",26,"2013-02-15"
"12","Scunthorpe United","€4.15m",23,"2013-02-15"
"13","Barrow AFC","€1.05m",21,"2013-02-15"
"14","Port Vale FC","€3.78m",23,"2013-02-15"
"15","Cheltenham Town","€2.25m",21,"2013-02-15"
"16","Exeter City","€4.30m",27,"2013-02-15"
"17","Carlisle United","€3.73m",21,"2013-02-15"
"18","Crawley Town","€2.93m",24,"2013-02-15"
"19","Newport County","€1.88m",25,"2013-02-15"
"20","Cambridge United","€700Th.",24,"2013-02-15"
"21","Walsall FC","€3.50m",23,"2013-02-15"
"22","Forest Green Rovers","€1.80m",26,"2013-02-15"
"23","Stevenage FC","€6.00m",25,"2013-02-15"
"24","Harrogate Town","€1.58m",35,"2013-02-15"
