"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.31m",23,"2011-07-15"
"Norwich City","£19.71m",35,"2011-07-15"
"Watford FC","£9.00m",26,"2011-07-15"
"Brentford FC","£4.86m",23,"2011-07-15"
"Cardiff City","£19.67m",24,"2011-07-15"
"Bristol City","£17.93m",28,"2011-07-15"
"Swansea City","£18.47m",31,"2011-07-15"
"Reading FC","£17.15m",34,"2011-07-15"
"Stoke City","£72.86m",29,"2011-07-15"
"Blackburn Rovers","£58.50m",24,"2011-07-15"
"Nottingham Forest","£22.86m",20,"2011-07-15"
"Middlesbrough FC","£26.57m",24,"2011-07-15"
"Derby County","£15.08m",34,"2011-07-15"
"Huddersfield Town","£8.30m",31,"2011-07-15"
"Birmingham City","£49.73m",20,"2011-07-15"
"Millwall FC","£8.82m",22,"2011-07-15"
"Sheffield Wednesday","£12.04m",21,"2011-07-15"
"Preston North End","£9.81m",24,"2011-07-15"
"Queens Park Rangers","£36.18m",37,"2011-07-15"
"Barnsley FC","£9.99m",22,"2011-07-15"
"Luton Town","£610Th.",29,"2011-07-15"
"Coventry City","£9.88m",23,"2011-07-15"
"Rotherham United","£3.15m",23,"2011-07-15"
"Wycombe Wanderers","£3.62m",25,"2011-07-15"
