"Team","Value","Squad size","Date"
"Salford City","£1.08m",27,"2016-02-15"
"Southend United","£4.46m",25,"2016-02-15"
"Bolton Wanderers","£13.73m",28,"2016-02-15"
"Oldham Athletic","£4.55m",30,"2016-02-15"
"Tranmere Rovers","£2.12m",27,"2016-02-15"
"Morecambe FC","£1.55m",23,"2016-02-15"
"Grimsby Town","£1.51m",23,"2016-02-15"
"Colchester United","£4.64m",28,"2016-02-15"
"Leyton Orient","£6.10m",30,"2016-02-15"
"Mansfield Town","£2.34m",24,"2016-02-15"
"Bradford City","£5.65m",26,"2016-02-15"
"Scunthorpe United","£4.03m",26,"2016-02-15"
"Barrow AFC","£990Th.",24,"2016-02-15"
"Port Vale FC","£3.29m",25,"2016-02-15"
"Cheltenham Town","£1.17m",27,"2016-02-15"
"Exeter City","£4.46m",30,"2016-02-15"
"Carlisle United","£1.49m",24,"2016-02-15"
"Crawley Town","£2.52m",19,"2016-02-15"
"Newport County","£1.37m",22,"2016-02-15"
"Walsall FC","£3.60m",23,"2016-02-15"
"Forest Green Rovers","£1.78m",22,"2016-02-15"
"Stevenage FC","£1.87m",32,"2016-02-15"
"Cambridge United","£2.54m",26,"2016-02-15"
"Harrogate Town","£2.77m",47,"2016-02-15"
