"","Team","Value","Squad size","Date"
"1","Liverpool FC","€252.00m",22,"2013-08-15"
"2","Manchester City","€480.25m",25,"2013-08-15"
"3","Chelsea FC","€460.75m",27,"2013-08-15"
"4","Manchester United","€393.25m",31,"2013-08-15"
"5","Tottenham Hotspur","€297.50m",24,"2013-08-15"
"6","Arsenal FC","€290.50m",24,"2013-08-15"
"7","Everton FC","€157.25m",25,"2013-08-15"
"8","Leicester City","€30.65m",26,"2013-08-15"
"9","Wolverhampton Wanderers","€30.30m",29,"2013-08-15"
"10","Aston Villa","€117.25m",31,"2013-08-15"
"11","West Ham United","€95.75m",25,"2013-08-15"
"12","Newcastle United","€169.50m",27,"2013-08-15"
"13","Southampton FC","€95.75m",26,"2013-08-15"
"14","Brighton & Hove Albion","€23.08m",26,"2013-08-15"
"15","Fulham FC","€79.75m",24,"2013-08-15"
"16","Crystal Palace","€43.00m",28,"2013-08-15"
"17","Leeds United","€21.00m",25,"2013-08-15"
"18","Sheffield United","€8.43m",28,"2013-08-15"
"19","Burnley FC","€16.08m",22,"2013-08-15"
"20","West Bromwich Albion","€73.75m",24,"2013-08-15"
