"Team","Value","Squad size","Date"
"Hull City","£59.15m",25,"2015-11-15"
"Ipswich Town","£19.17m",26,"2015-11-15"
"Blackpool FC","£3.32m",27,"2015-11-15"
"Sunderland AFC","£100.58m",28,"2015-11-15"
"Charlton Athletic","£21.96m",26,"2015-11-15"
"Shrewsbury Town","£4.73m",27,"2015-11-15"
"Fleetwood Town","£3.17m",32,"2015-11-15"
"Milton Keynes Dons","£8.30m",28,"2015-11-15"
"Oxford United","£2.00m",26,"2015-11-15"
"Wigan Athletic","£9.77m",29,"2015-11-15"
"Swindon Town","£4.32m",30,"2015-11-15"
"Doncaster Rovers","£5.04m",27,"2015-11-15"
"Portsmouth FC","£4.84m",27,"2015-11-15"
"Burton Albion","£3.11m",28,"2015-11-15"
"Gillingham FC","£1.85m",29,"2015-11-15"
"Bristol Rovers","£1.31m",27,"2015-11-15"
"Northampton Town","£3.35m",24,"2015-11-15"
"Plymouth Argyle","£2.12m",21,"2015-11-15"
"Lincoln City","£743Th.",22,"2015-11-15"
"Peterborough United","£4.57m",26,"2015-11-15"
"Rochdale AFC","£3.17m",26,"2015-11-15"
"Crewe Alexandra","£2.57m",29,"2015-11-15"
"AFC Wimbledon","£2.07m",24,"2015-11-15"
"Accrington Stanley","£810Th.",28,"2015-11-15"
