"Team","Value","Squad size","Date"
"Salford City","£2.25m",18,"2020-07-15"
"Southend United","£1.96m",25,"2020-07-15"
"Bolton Wanderers","£5.42m",28,"2020-07-15"
"Oldham Athletic","£1.26m",11,"2020-07-15"
"Tranmere Rovers","£743Th.",11,"2020-07-15"
"Morecambe FC","£1.55m",14,"2020-07-15"
"Grimsby Town","£1.51m",16,"2020-07-15"
"Colchester United","£1.94m",22,"2020-07-15"
"Leyton Orient","£1.94m",23,"2020-07-15"
"Mansfield Town","£1.37m",21,"2020-07-15"
"Bradford City","£2.16m",17,"2020-07-15"
"Scunthorpe United","£1.26m",19,"2020-07-15"
"Barrow AFC","£720Th.",13,"2020-07-15"
"Port Vale FC","£1.78m",20,"2020-07-15"
"Cheltenham Town","£1.51m",16,"2020-07-15"
"Exeter City","£1.64m",26,"2020-07-15"
"Carlisle United","£788Th.",17,"2020-07-15"
"Crawley Town","£1.55m",26,"2020-07-15"
"Newport County","£1.35m",17,"2020-07-15"
"Cambridge United","£585Th.",16,"2020-07-15"
"Walsall FC","£1.15m",20,"2020-07-15"
"Forest Green Rovers","£1.22m",20,"2020-07-15"
"Stevenage FC","£360Th.",17,"2020-07-15"
"Harrogate Town","£405Th.",17,"2020-07-15"
