"","Team","Value","Squad size","Date"
"1","Liverpool FC","€331.50m",25,"2015-01-15"
"2","Manchester City","€437.25m",24,"2015-01-15"
"3","Chelsea FC","€443.75m",22,"2015-01-15"
"4","Manchester United","€472.50m",29,"2015-01-15"
"5","Tottenham Hotspur","€266.25m",31,"2015-01-15"
"6","Arsenal FC","€389.30m",26,"2015-01-15"
"7","Everton FC","€168.30m",25,"2015-01-15"
"8","Leicester City","€50.50m",26,"2015-01-15"
"9","Wolverhampton Wanderers","€24.33m",32,"2015-01-15"
"10","Aston Villa","€105.75m",26,"2015-01-15"
"11","West Ham United","€108.40m",25,"2015-01-15"
"12","Newcastle United","€132.25m",32,"2015-01-15"
"13","Southampton FC","€156.25m",25,"2015-01-15"
"14","Brighton & Hove Albion","€20.85m",26,"2015-01-15"
"15","Fulham FC","€43.20m",36,"2015-01-15"
"16","Crystal Palace","€79.75m",31,"2015-01-15"
"17","Leeds United","€26.78m",31,"2015-01-15"
"18","Sheffield United","€9.05m",30,"2015-01-15"
"19","Burnley FC","€40.75m",25,"2015-01-15"
"20","West Bromwich Albion","€91.50m",25,"2015-01-15"
