"","Team","Value","Squad size","Date"
"1","Salford City","€775Th.",21,"2016-12-01"
"2","Southend United","€4.80m",25,"2016-12-01"
"3","Bolton Wanderers","€15.68m",24,"2016-12-01"
"4","Oldham Athletic","€4.43m",23,"2016-12-01"
"5","Tranmere Rovers","€1.45m",25,"2016-12-01"
"6","Morecambe FC","€2.30m",21,"2016-12-01"
"7","Grimsby Town","€2.73m",27,"2016-12-01"
"8","Colchester United","€3.23m",27,"2016-12-01"
"9","Leyton Orient","€5.73m",25,"2016-12-01"
"10","Mansfield Town","€2.80m",24,"2016-12-01"
"11","Bradford City","€6.18m",24,"2016-12-01"
"12","Scunthorpe United","€5.18m",24,"2016-12-01"
"13","Barrow AFC","€850Th.",26,"2016-12-01"
"14","Port Vale FC","€5.38m",30,"2016-12-01"
"15","Cheltenham Town","€1.50m",23,"2016-12-01"
"16","Exeter City","€4.13m",31,"2016-12-01"
"17","Carlisle United","€2.85m",21,"2016-12-01"
"18","Crawley Town","€3.18m",26,"2016-12-01"
"19","Newport County","€2.28m",28,"2016-12-01"
"20","Cambridge United","€3.05m",26,"2016-12-01"
"21","Walsall FC","€3.63m",26,"2016-12-01"
"22","Forest Green Rovers","€2.15m",24,"2016-12-01"
"23","Stevenage FC","€2.60m",27,"2016-12-01"
"24","Harrogate Town","€3.45m",48,"2016-12-01"
