"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€4.20m",30,"2011-10-15"
"2","Norwich City","€29.55m",26,"2011-10-15"
"3","Watford FC","€14.43m",26,"2011-10-15"
"4","Brentford FC","€6.33m",27,"2011-10-15"
"5","Cardiff City","€28.13m",29,"2011-10-15"
"6","Bristol City","€17.43m",28,"2011-10-15"
"7","Swansea City","€39.85m",29,"2011-10-15"
"8","Reading FC","€18.68m",31,"2011-10-15"
"9","Stoke City","€103.50m",27,"2011-10-15"
"10","Blackburn Rovers","€76.90m",27,"2011-10-15"
"11","Nottingham Forest","€30.00m",28,"2011-10-15"
"12","Middlesbrough FC","€30.03m",26,"2011-10-15"
"13","Derby County","€15.40m",28,"2011-10-15"
"14","Huddersfield Town","€9.68m",26,"2011-10-15"
"15","Birmingham City","€36.78m",25,"2011-10-15"
"16","Millwall FC","€12.70m",30,"2011-10-15"
"17","Sheffield Wednesday","€14.33m",27,"2011-10-15"
"18","Preston North End","€10.90m",28,"2011-10-15"
"19","Queens Park Rangers","€61.50m",32,"2011-10-15"
"20","Barnsley FC","€12.43m",27,"2011-10-15"
"21","Luton Town","€1.63m",29,"2011-10-15"
"22","Coventry City","€10.90m",25,"2011-10-15"
"23","Rotherham United","€3.55m",23,"2011-10-15"
"24","Wycombe Wanderers","€4.85m",24,"2011-10-15"
