"","Team","Value","Squad size","Date"
"1","Salford City","-",NA,"2011-03-15"
"2","Southend United","€3.75m",24,"2011-03-15"
"3","Bolton Wanderers","€94.65m",28,"2011-03-15"
"4","Oldham Athletic","€4.88m",30,"2011-03-15"
"5","Tranmere Rovers","€3.68m",28,"2011-03-15"
"6","Morecambe FC","€4.13m",24,"2011-03-15"
"7","Grimsby Town","-",NA,"2011-03-15"
"8","Colchester United","€5.80m",24,"2011-03-15"
"9","Leyton Orient","€6.63m",27,"2011-03-15"
"10","Mansfield Town","€1.53m",29,"2011-03-15"
"11","Bradford City","€2.98m",28,"2011-03-15"
"12","Scunthorpe United","€10.45m",31,"2011-03-15"
"13","Barrow AFC","€1.08m",26,"2011-03-15"
"14","Port Vale FC","€2.70m",26,"2011-03-15"
"15","Cheltenham Town","€2.28m",24,"2011-03-15"
"16","Exeter City","€4.68m",30,"2011-03-15"
"17","Carlisle United","€5.08m",27,"2011-03-15"
"18","Crawley Town","€2.45m",33,"2011-03-15"
"19","Newport County","€1.43m",20,"2011-03-15"
"20","Cambridge United","€1.13m",25,"2011-03-15"
"21","Walsall FC","€4.83m",26,"2011-03-15"
"22","Forest Green Rovers","€1.88m",37,"2011-03-15"
"23","Stevenage FC","€2.85m",24,"2011-03-15"
"24","Harrogate Town","€400Th.",18,"2011-03-15"
