"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-07-15"
"2","Southend United","€3.10m",22,"2013-07-15"
"3","Bolton Wanderers","€38.50m",24,"2013-07-15"
"4","Oldham Athletic","€3.75m",22,"2013-07-15"
"5","Tranmere Rovers","€2.63m",20,"2013-07-15"
"6","Morecambe FC","€2.30m",22,"2013-07-15"
"7","Grimsby Town","€700Th.",16,"2013-07-15"
"8","Colchester United","€4.53m",22,"2013-07-15"
"9","Leyton Orient","€3.45m",17,"2013-07-15"
"10","Mansfield Town","€1.18m",26,"2013-07-15"
"11","Bradford City","€5.65m",20,"2013-07-15"
"12","Scunthorpe United","€2.55m",19,"2013-07-15"
"13","Barrow AFC","€550Th.",17,"2013-07-15"
"14","Port Vale FC","€3.43m",22,"2013-07-15"
"15","Cheltenham Town","€1.73m",17,"2013-07-15"
"16","Exeter City","€3.45m",22,"2013-07-15"
"17","Carlisle United","€2.58m",19,"2013-07-15"
"18","Crawley Town","€2.68m",22,"2013-07-15"
"19","Newport County","€1.38m",20,"2013-07-15"
"20","Cambridge United","€300Th.",22,"2013-07-15"
"21","Walsall FC","€2.28m",18,"2013-07-15"
"22","Forest Green Rovers","€1.33m",25,"2013-07-15"
"23","Stevenage FC","€4.65m",25,"2013-07-15"
"24","Harrogate Town","€1.38m",34,"2013-07-15"
