"Team","Value","Squad size","Date"
"Hull City","£23.31m",27,"2011-10-15"
"Ipswich Town","£29.03m",29,"2011-10-15"
"Blackpool FC","£27.68m",32,"2011-10-15"
"Sunderland AFC","£98.51m",27,"2011-10-15"
"Shrewsbury Town","£3.15m",20,"2011-10-15"
"Charlton Athletic","£9.86m",29,"2011-10-15"
"Fleetwood Town","£720Th.",32,"2011-10-15"
"Milton Keynes Dons","£7.92m",25,"2011-10-15"
"Oxford United","£4.70m",25,"2011-10-15"
"Wigan Athletic","£61.02m",25,"2011-10-15"
"Swindon Town","£4.84m",30,"2011-10-15"
"Doncaster Rovers","£17.87m",33,"2011-10-15"
"Portsmouth FC","£23.83m",20,"2011-10-15"
"Burton Albion","£3.08m",28,"2011-10-15"
"Gillingham FC","£3.92m",28,"2011-10-15"
"Bristol Rovers","£3.94m",27,"2011-10-15"
"Plymouth Argyle","£3.15m",25,"2011-10-15"
"Northampton Town","£3.11m",27,"2011-10-15"
"Lincoln City","£1.37m",26,"2011-10-15"
"Peterborough United","£5.87m",21,"2011-10-15"
"Rochdale AFC","£3.67m",25,"2011-10-15"
"Crewe Alexandra","£900Th.",25,"2011-10-15"
"AFC Wimbledon","£675Th.",24,"2011-10-15"
"Accrington Stanley","£1.69m",23,"2011-10-15"
