"Team","Value","Squad size","Date"
"Hull City","£37.85m",24,"2019-06-01"
"Ipswich Town","£18.27m",31,"2019-06-01"
"Blackpool FC","£4.28m",27,"2019-06-01"
"Sunderland AFC","£22.55m",28,"2019-06-01"
"Shrewsbury Town","£3.40m",30,"2019-06-01"
"Charlton Athletic","£7.02m",22,"2019-06-01"
"Fleetwood Town","£5.00m",24,"2019-06-01"
"Milton Keynes Dons","£5.67m",28,"2019-06-01"
"Oxford United","£4.55m",25,"2019-06-01"
"Wigan Athletic","£19.49m",26,"2019-06-01"
"Swindon Town","£3.06m",26,"2019-06-01"
"Doncaster Rovers","£2.54m",27,"2019-06-01"
"Portsmouth FC","£3.58m",23,"2019-06-01"
"Burton Albion","£5.13m",23,"2019-06-01"
"Gillingham FC","£2.14m",21,"2019-06-01"
"Bristol Rovers","£3.74m",27,"2019-06-01"
"Plymouth Argyle","£4.19m",29,"2019-06-01"
"Northampton Town","£3.29m",23,"2019-06-01"
"Lincoln City","£3.89m",20,"2019-06-01"
"Peterborough United","£4.30m",23,"2019-06-01"
"Rochdale AFC","£2.45m",21,"2019-06-01"
"Crewe Alexandra","£1.96m",23,"2019-06-01"
"AFC Wimbledon","£2.00m",22,"2019-06-01"
"Accrington Stanley","£1.69m",24,"2019-06-01"
