"Team","Value","Squad size","Date"
"Liverpool FC","£330.53m",29,"2015-08-01"
"Manchester City","£394.43m",25,"2015-08-01"
"Chelsea FC","£508.95m",30,"2015-08-01"
"Manchester United","£411.53m",31,"2015-08-01"
"Tottenham Hotspur","£258.39m",28,"2015-08-01"
"Arsenal FC","£368.10m",27,"2015-08-01"
"Everton FC","£160.88m",23,"2015-08-01"
"Leicester City","£70.20m",23,"2015-08-01"
"Wolverhampton Wanderers","£16.52m",30,"2015-08-01"
"Aston Villa","£90.95m",30,"2015-08-01"
"West Ham United","£130.05m",26,"2015-08-01"
"Newcastle United","£142.65m",31,"2015-08-01"
"Southampton FC","£161.78m",26,"2015-08-01"
"Brighton & Hove Albion","£20.93m",29,"2015-08-01"
"Fulham FC","£34.56m",31,"2015-08-01"
"Crystal Palace","£102.60m",31,"2015-08-01"
"Leeds United","£18.59m",23,"2015-08-01"
"Sheffield United","£10.40m",30,"2015-08-01"
"Burnley FC","£34.79m",27,"2015-08-01"
"West Bromwich Albion","£69.75m",22,"2015-08-01"
