"","Team","Value","Squad size","Date"
"1","Hull City","€31.90m",28,"2020-03-15"
"2","Ipswich Town","€13.68m",27,"2020-03-15"
"3","Blackpool FC","€11.45m",27,"2020-03-15"
"4","Sunderland AFC","€17.05m",27,"2020-03-15"
"5","Shrewsbury Town","€8.40m",26,"2020-03-15"
"6","Charlton Athletic","€20.30m",27,"2020-03-15"
"7","Fleetwood Town","€8.58m",26,"2020-03-15"
"8","Milton Keynes Dons","€6.35m",29,"2020-03-15"
"9","Oxford United","€12.40m",24,"2020-03-15"
"10","Wigan Athletic","€31.30m",31,"2020-03-15"
"11","Swindon Town","€5.40m",30,"2020-03-15"
"12","Doncaster Rovers","€3.25m",29,"2020-03-15"
"13","Portsmouth FC","€6.10m",26,"2020-03-15"
"14","Burton Albion","€5.28m",28,"2020-03-15"
"15","Gillingham FC","€3.48m",20,"2020-03-15"
"16","Bristol Rovers","€5.00m",32,"2020-03-15"
"17","Plymouth Argyle","€3.13m",26,"2020-03-15"
"18","Northampton Town","€3.30m",32,"2020-03-15"
"19","Lincoln City","€5.38m",27,"2020-03-15"
"20","Peterborough United","€4.68m",26,"2020-03-15"
"21","Rochdale AFC","€4.33m",28,"2020-03-15"
"22","Crewe Alexandra","€2.35m",26,"2020-03-15"
"23","AFC Wimbledon","€2.20m",27,"2020-03-15"
"24","Accrington Stanley","€2.38m",38,"2020-03-15"
