"","Team","Value","Squad size","Date"
"1","Salford City","€650Th.",25,"2018-03-01"
"2","Southend United","€5.40m",28,"2018-03-01"
"3","Bolton Wanderers","€21.75m",28,"2018-03-01"
"4","Oldham Athletic","€7.58m",28,"2018-03-01"
"5","Tranmere Rovers","€1.85m",30,"2018-03-01"
"6","Morecambe FC","€2.68m",27,"2018-03-01"
"7","Grimsby Town","€3.48m",30,"2018-03-01"
"8","Colchester United","€3.53m",24,"2018-03-01"
"9","Leyton Orient","€2.73m",32,"2018-03-01"
"10","Mansfield Town","€4.35m",29,"2018-03-01"
"11","Bradford City","€5.53m",33,"2018-03-01"
"12","Scunthorpe United","€6.75m",28,"2018-03-01"
"13","Barrow AFC","€1.15m",18,"2018-03-01"
"14","Port Vale FC","€2.33m",33,"2018-03-01"
"15","Cheltenham Town","€2.75m",28,"2018-03-01"
"16","Exeter City","€4.25m",33,"2018-03-01"
"17","Carlisle United","€2.93m",28,"2018-03-01"
"18","Crawley Town","€2.98m",24,"2018-03-01"
"19","Newport County","€2.13m",24,"2018-03-01"
"20","Cambridge United","€2.60m",25,"2018-03-01"
"21","Walsall FC","€4.48m",24,"2018-03-01"
"22","Forest Green Rovers","€2.53m",30,"2018-03-01"
"23","Stevenage FC","€2.25m",31,"2018-03-01"
"24","Harrogate Town","€925Th.",24,"2018-03-01"
