"Team","Value","Squad size","Date"
"Salford City","£653Th.",20,"2016-12-15"
"Southend United","£4.32m",25,"2016-12-15"
"Bolton Wanderers","£14.11m",24,"2016-12-15"
"Oldham Athletic","£3.98m",24,"2016-12-15"
"Tranmere Rovers","£1.31m",25,"2016-12-15"
"Morecambe FC","£2.07m",21,"2016-12-15"
"Grimsby Town","£2.45m",27,"2016-12-15"
"Colchester United","£2.90m",27,"2016-12-15"
"Leyton Orient","£5.15m",25,"2016-12-15"
"Mansfield Town","£2.52m",23,"2016-12-15"
"Bradford City","£5.56m",25,"2016-12-15"
"Scunthorpe United","£4.66m",23,"2016-12-15"
"Barrow AFC","£765Th.",26,"2016-12-15"
"Port Vale FC","£4.88m",31,"2016-12-15"
"Cheltenham Town","£1.35m",23,"2016-12-15"
"Exeter City","£3.71m",31,"2016-12-15"
"Carlisle United","£2.66m",24,"2016-12-15"
"Crawley Town","£2.86m",26,"2016-12-15"
"Newport County","£2.05m",28,"2016-12-15"
"Cambridge United","£2.75m",26,"2016-12-15"
"Walsall FC","£3.26m",26,"2016-12-15"
"Forest Green Rovers","£1.33m",21,"2016-12-15"
"Stevenage FC","£2.34m",27,"2016-12-15"
"Harrogate Town","£2.61m",45,"2016-12-15"
