"","Team","Value","Squad size","Date"
"1","Hull City","€37.05m",28,"2013-05-01"
"2","Ipswich Town","€16.23m",26,"2013-05-01"
"3","Blackpool FC","€31.50m",31,"2013-05-01"
"4","Sunderland AFC","€118.00m",22,"2013-05-01"
"5","Shrewsbury Town","€3.70m",25,"2013-05-01"
"6","Charlton Athletic","€9.95m",27,"2013-05-01"
"7","Fleetwood Town","€3.48m",32,"2013-05-01"
"8","Milton Keynes Dons","€5.90m",23,"2013-05-01"
"9","Oxford United","€3.25m",27,"2013-05-01"
"10","Wigan Athletic","€71.75m",25,"2013-05-01"
"11","Swindon Town","€3.80m",24,"2013-05-01"
"12","Doncaster Rovers","€7.80m",27,"2013-05-01"
"13","Portsmouth FC","€3.93m",19,"2013-05-01"
"14","Burton Albion","€3.14m",26,"2013-05-01"
"15","Gillingham FC","€2.10m",24,"2013-05-01"
"16","Bristol Rovers","€3.35m",30,"2013-05-01"
"17","Plymouth Argyle","€3.75m",26,"2013-05-01"
"18","Northampton Town","€4.03m",23,"2013-05-01"
"19","Lincoln City","€450Th.",24,"2013-05-01"
"20","Peterborough United","€8.00m",30,"2013-05-01"
"21","Rochdale AFC","€2.80m",25,"2013-05-01"
"22","Crewe Alexandra","€3.43m",28,"2013-05-01"
"23","AFC Wimbledon","€3.40m",28,"2013-05-01"
"24","Accrington Stanley","€3.48m",27,"2013-05-01"
