"","Team","Value","Squad size","Date"
"1","Liverpool FC","€366.25m",30,"2016-04-01"
"2","Manchester City","€501.75m",24,"2016-04-01"
"3","Chelsea FC","€489.75m",24,"2016-04-01"
"4","Manchester United","€414.75m",28,"2016-04-01"
"5","Tottenham Hotspur","€312.50m",22,"2016-04-01"
"6","Arsenal FC","€440.00m",28,"2016-04-01"
"7","Everton FC","€232.50m",26,"2016-04-01"
"8","Leicester City","€127.00m",23,"2016-04-01"
"9","Wolverhampton Wanderers","€24.70m",26,"2016-04-01"
"10","Aston Villa","€105.25m",25,"2016-04-01"
"11","West Ham United","€172.00m",26,"2016-04-01"
"12","Newcastle United","€181.50m",31,"2016-04-01"
"13","Southampton FC","€206.75m",26,"2016-04-01"
"14","Brighton & Hove Albion","€34.75m",28,"2016-04-01"
"15","Fulham FC","€38.35m",28,"2016-04-01"
"16","Crystal Palace","€125.75m",28,"2016-04-01"
"17","Leeds United","€23.70m",23,"2016-04-01"
"18","Sheffield United","€11.28m",26,"2016-04-01"
"19","Burnley FC","€44.75m",29,"2016-04-01"
"20","West Bromwich Albion","€101.00m",23,"2016-04-01"
