"Team","Value","Squad size","Date"
"Liverpool FC","£198.54m",24,"2012-09-01"
"Manchester City","£440.33m",25,"2012-09-01"
"Chelsea FC","£352.80m",26,"2012-09-01"
"Manchester United","£393.89m",28,"2012-09-01"
"Tottenham Hotspur","£245.70m",25,"2012-09-01"
"Arsenal FC","£254.48m",27,"2012-09-01"
"Everton FC","£112.91m",22,"2012-09-01"
"Leicester City","£27.05m",25,"2012-09-01"
"Wolverhampton Wanderers","£59.00m",29,"2012-09-01"
"Aston Villa","£101.16m",28,"2012-09-01"
"West Ham United","£79.61m",23,"2012-09-01"
"Newcastle United","£139.46m",29,"2012-09-01"
"Brighton & Hove Albion","£22.77m",30,"2012-09-01"
"Southampton FC","£52.11m",24,"2012-09-01"
"Fulham FC","£78.53m",27,"2012-09-01"
"Crystal Palace","£18.05m",26,"2012-09-01"
"Leeds United","£16.43m",27,"2012-09-01"
"Sheffield United","£8.73m",25,"2012-09-01"
"Burnley FC","£17.37m",27,"2012-09-01"
"West Bromwich Albion","£75.60m",27,"2012-09-01"
