"Team","Value","Squad size","Date"
"AFC Bournemouth","£79.92m",29,"2016-04-15"
"Norwich City","£81.90m",25,"2016-04-15"
"Watford FC","£95.85m",27,"2016-04-15"
"Brentford FC","£18.74m",27,"2016-04-15"
"Stoke City","£122.63m",24,"2016-04-15"
"Bristol City","£18.90m",24,"2016-04-15"
"Nottingham Forest","£35.15m",28,"2016-04-15"
"Swansea City","£103.59m",23,"2016-04-15"
"Blackburn Rovers","£23.87m",24,"2016-04-15"
"Reading FC","£36.63m",24,"2016-04-15"
"Cardiff City","£36.59m",28,"2016-04-15"
"Middlesbrough FC","£52.11m",27,"2016-04-15"
"Huddersfield Town","£12.74m",23,"2016-04-15"
"Birmingham City","£17.03m",27,"2016-04-15"
"Derby County","£47.97m",25,"2016-04-15"
"Millwall FC","£7.02m",25,"2016-04-15"
"Preston North End","£10.13m",25,"2016-04-15"
"Sheffield Wednesday","£38.52m",28,"2016-04-15"
"Queens Park Rangers","£37.44m",28,"2016-04-15"
"Barnsley FC","£3.51m",27,"2016-04-15"
"Luton Town","£4.73m",30,"2016-04-15"
"Coventry City","£9.65m",32,"2016-04-15"
"Rotherham United","£12.62m",30,"2016-04-15"
"Wycombe Wanderers","£2.32m",25,"2016-04-15"
