"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2012-12-01"
"2","Southend United","€4.85m",26,"2012-12-01"
"3","Bolton Wanderers","€57.80m",30,"2012-12-01"
"4","Oldham Athletic","€5.65m",29,"2012-12-01"
"5","Tranmere Rovers","€2.45m",24,"2012-12-01"
"6","Morecambe FC","€2.65m",24,"2012-12-01"
"7","Grimsby Town","€1.28m",19,"2012-12-01"
"8","Colchester United","€6.28m",34,"2012-12-01"
"9","Leyton Orient","€5.43m",23,"2012-12-01"
"10","Mansfield Town","€2.85m",29,"2012-12-01"
"11","Bradford City","€5.40m",26,"2012-12-01"
"12","Scunthorpe United","€5.23m",25,"2012-12-01"
"13","Barrow AFC","€775Th.",20,"2012-12-01"
"14","Port Vale FC","€3.00m",24,"2012-12-01"
"15","Cheltenham Town","€2.35m",22,"2012-12-01"
"16","Exeter City","€4.23m",24,"2012-12-01"
"17","Carlisle United","€4.60m",24,"2012-12-01"
"18","Crawley Town","€3.18m",27,"2012-12-01"
"19","Newport County","€1.40m",22,"2012-12-01"
"20","Cambridge United","€575Th.",25,"2012-12-01"
"21","Walsall FC","€3.63m",25,"2012-12-01"
"22","Forest Green Rovers","€1.50m",23,"2012-12-01"
"23","Stevenage FC","€5.18m",23,"2012-12-01"
"24","Harrogate Town","€1.38m",32,"2012-12-01"
