"Team","Value","Squad size","Date"
"Liverpool FC","£211.50m",24,"2012-07-01"
"Manchester City","£434.93m",28,"2012-07-01"
"Chelsea FC","£336.15m",27,"2012-07-01"
"Manchester United","£352.58m",30,"2012-07-01"
"Tottenham Hotspur","£249.30m",30,"2012-07-01"
"Arsenal FC","£281.03m",31,"2012-07-01"
"Everton FC","£116.10m",23,"2012-07-01"
"Leicester City","£27.72m",27,"2012-07-01"
"Wolverhampton Wanderers","£63.68m",27,"2012-07-01"
"Aston Villa","£95.63m",24,"2012-07-01"
"West Ham United","£51.80m",25,"2012-07-01"
"Newcastle United","£130.05m",30,"2012-07-01"
"Brighton & Hove Albion","£15.93m",28,"2012-07-01"
"Southampton FC","£29.66m",31,"2012-07-01"
"Crystal Palace","£17.84m",30,"2012-07-01"
"Fulham FC","£85.05m",31,"2012-07-01"
"Leeds United","£16.20m",25,"2012-07-01"
"Sheffield United","£11.66m",28,"2012-07-01"
"Burnley FC","£22.25m",26,"2012-07-01"
"West Bromwich Albion","£57.38m",27,"2012-07-01"
