"Team","Value","Squad size","Date"
"Hull City","£24.12m",26,"2012-09-01"
"Ipswich Town","£12.78m",24,"2012-09-01"
"Blackpool FC","£22.30m",36,"2012-09-01"
"Sunderland AFC","£96.30m",23,"2012-09-01"
"Shrewsbury Town","£4.05m",22,"2012-09-01"
"Charlton Athletic","£8.21m",29,"2012-09-01"
"Fleetwood Town","£2.59m",28,"2012-09-01"
"Milton Keynes Dons","£6.17m",20,"2012-09-01"
"Oxford United","£4.05m",27,"2012-09-01"
"Wigan Athletic","£65.70m",23,"2012-09-01"
"Swindon Town","£4.88m",26,"2012-09-01"
"Doncaster Rovers","£6.89m",20,"2012-09-01"
"Portsmouth FC","£6.44m",31,"2012-09-01"
"Burton Albion","£2.48m",24,"2012-09-01"
"Gillingham FC","£2.57m",26,"2012-09-01"
"Bristol Rovers","£4.10m",26,"2012-09-01"
"Plymouth Argyle","£2.70m",26,"2012-09-01"
"Northampton Town","£3.33m",23,"2012-09-01"
"Lincoln City","£788Th.",27,"2012-09-01"
"Peterborough United","£8.26m",28,"2012-09-01"
"Rochdale AFC","£1.76m",24,"2012-09-01"
"Crewe Alexandra","£990Th.",22,"2012-09-01"
"AFC Wimbledon","£1.15m",23,"2012-09-01"
"Accrington Stanley","£1.15m",26,"2012-09-01"
