"Team","Value","Squad size","Date"
"Liverpool FC","£325.94m",34,"2016-06-01"
"Manchester City","£451.76m",25,"2016-06-01"
"Chelsea FC","£464.40m",31,"2016-06-01"
"Manchester United","£380.48m",34,"2016-06-01"
"Tottenham Hotspur","£285.66m",26,"2016-06-01"
"Arsenal FC","£402.53m",35,"2016-06-01"
"Everton FC","£216.68m",31,"2016-06-01"
"Leicester City","£112.59m",26,"2016-06-01"
"Wolverhampton Wanderers","£20.81m",30,"2016-06-01"
"Aston Villa","£101.48m",32,"2016-06-01"
"West Ham United","£149.72m",29,"2016-06-01"
"Newcastle United","£168.30m",36,"2016-06-01"
"Brighton & Hove Albion","£31.14m",31,"2016-06-01"
"Southampton FC","£191.25m",32,"2016-06-01"
"Crystal Palace","£114.01m",32,"2016-06-01"
"Fulham FC","£35.06m",30,"2016-06-01"
"Leeds United","£20.75m",23,"2016-06-01"
"Sheffield United","£7.38m",32,"2016-06-01"
"Burnley FC","£45.09m",30,"2016-06-01"
"West Bromwich Albion","£89.64m",24,"2016-06-01"
