"","Team","Value","Squad size","Date"
"1","Liverpool FC","€331.50m",25,"2015-01-01"
"2","Manchester City","€440.50m",25,"2015-01-01"
"3","Chelsea FC","€447.75m",26,"2015-01-01"
"4","Manchester United","€461.00m",27,"2015-01-01"
"5","Tottenham Hotspur","€266.25m",31,"2015-01-01"
"6","Arsenal FC","€411.30m",28,"2015-01-01"
"7","Everton FC","€168.25m",24,"2015-01-01"
"8","Leicester City","€54.25m",27,"2015-01-01"
"9","Wolverhampton Wanderers","€24.73m",30,"2015-01-01"
"10","Aston Villa","€104.50m",28,"2015-01-01"
"11","West Ham United","€112.25m",25,"2015-01-01"
"12","Newcastle United","€126.25m",31,"2015-01-01"
"13","Southampton FC","€152.75m",24,"2015-01-01"
"14","Brighton & Hove Albion","€19.60m",25,"2015-01-01"
"15","Fulham FC","€42.45m",34,"2015-01-01"
"16","Crystal Palace","€76.25m",30,"2015-01-01"
"17","Leeds United","€26.78m",31,"2015-01-01"
"18","Sheffield United","€8.95m",30,"2015-01-01"
"19","Burnley FC","€45.00m",27,"2015-01-01"
"20","West Bromwich Albion","€91.50m",26,"2015-01-01"
