"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2012-12-01"
"Bolton Wanderers","£52.02m",30,"2012-12-01"
"Oldham Athletic","£5.09m",29,"2012-12-01"
"Barrow AFC","£698Th.",20,"2012-12-01"
"Morecambe FC","£2.39m",24,"2012-12-01"
"Mansfield Town","£2.57m",29,"2012-12-01"
"Tranmere Rovers","£2.21m",24,"2012-12-01"
"Grimsby Town","£1.15m",19,"2012-12-01"
"Leyton Orient","£4.88m",23,"2012-12-01"
"Colchester United","£5.65m",34,"2012-12-01"
"Scunthorpe United","£4.70m",25,"2012-12-01"
"Bradford City","£4.86m",26,"2012-12-01"
"Port Vale FC","£2.70m",24,"2012-12-01"
"Crawley Town","£2.86m",27,"2012-12-01"
"Exeter City","£3.80m",24,"2012-12-01"
"Newport County","£1.26m",22,"2012-12-01"
"Southend United","£4.37m",26,"2012-12-01"
"Cheltenham Town","£2.12m",22,"2012-12-01"
"Cambridge United","£518Th.",25,"2012-12-01"
"Carlisle United","£4.14m",24,"2012-12-01"
"Stevenage FC","£4.66m",23,"2012-12-01"
"Forest Green Rovers","£1.35m",23,"2012-12-01"
"Walsall FC","£3.26m",25,"2012-12-01"
"Harrogate Town","£1.24m",32,"2012-12-01"
