"Team","Value","Squad size","Date"
"Salford City","£473Th.",10,"2014-11-01"
"Bolton Wanderers","£28.26m",30,"2014-11-01"
"Oldham Athletic","£4.66m",25,"2014-11-01"
"Barrow AFC","£923Th.",27,"2014-11-01"
"Morecambe FC","£2.12m",26,"2014-11-01"
"Mansfield Town","£1.98m",26,"2014-11-01"
"Tranmere Rovers","£2.86m",26,"2014-11-01"
"Grimsby Town","£563Th.",21,"2014-11-01"
"Leyton Orient","£6.98m",24,"2014-11-01"
"Colchester United","£3.22m",26,"2014-11-01"
"Scunthorpe United","£4.48m",28,"2014-11-01"
"Bradford City","£5.36m",24,"2014-11-01"
"Port Vale FC","£3.35m",25,"2014-11-01"
"Crawley Town","£3.26m",23,"2014-11-01"
"Exeter City","£2.21m",23,"2014-11-01"
"Newport County","£1.78m",28,"2014-11-01"
"Southend United","£2.45m",24,"2014-11-01"
"Cheltenham Town","£1.87m",25,"2014-11-01"
"Cambridge United","£2.03m",27,"2014-11-01"
"Carlisle United","£3.76m",25,"2014-11-01"
"Stevenage FC","£2.07m",28,"2014-11-01"
"Forest Green Rovers","£2.00m",23,"2014-11-01"
"Walsall FC","£2.90m",26,"2014-11-01"
"Harrogate Town","£2.21m",40,"2014-11-01"
