"","Team","Value","Squad size","Date"
"1","Liverpool FC","€244.00m",24,"2011-10-15"
"2","Manchester City","€433.50m",25,"2011-10-15"
"3","Chelsea FC","€421.00m",26,"2011-10-15"
"4","Manchester United","€405.30m",28,"2011-10-15"
"5","Tottenham Hotspur","€274.55m",26,"2011-10-15"
"6","Arsenal FC","€289.30m",29,"2011-10-15"
"7","Everton FC","€139.50m",22,"2011-10-15"
"8","Leicester City","€38.28m",26,"2011-10-15"
"9","Wolverhampton Wanderers","€73.50m",23,"2011-10-15"
"10","Aston Villa","€131.55m",24,"2011-10-15"
"11","West Ham United","€74.65m",26,"2011-10-15"
"12","Newcastle United","€104.50m",27,"2011-10-15"
"13","Southampton FC","€18.78m",29,"2011-10-15"
"14","Brighton & Hove Albion","€10.28m",28,"2011-10-15"
"15","Fulham FC","€107.75m",26,"2011-10-15"
"16","Crystal Palace","€21.43m",34,"2011-10-15"
"17","Leeds United","€23.18m",27,"2011-10-15"
"18","Sheffield United","€16.15m",29,"2011-10-15"
"19","Burnley FC","€23.55m",22,"2011-10-15"
"20","West Bromwich Albion","€76.75m",24,"2011-10-15"
