"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€4.25m",26,"2011-03-01"
"2","Norwich City","€15.70m",26,"2011-03-01"
"3","Watford FC","€9.50m",24,"2011-03-01"
"4","Brentford FC","€7.03m",26,"2011-03-01"
"5","Cardiff City","€37.75m",26,"2011-03-01"
"6","Bristol City","€21.20m",28,"2011-03-01"
"7","Swansea City","€19.60m",28,"2011-03-01"
"8","Reading FC","€21.33m",28,"2011-03-01"
"9","Stoke City","€84.75m",24,"2011-03-01"
"10","Blackburn Rovers","€82.30m",24,"2011-03-01"
"11","Nottingham Forest","€29.90m",27,"2011-03-01"
"12","Middlesbrough FC","€38.65m",29,"2011-03-01"
"13","Derby County","€14.80m",34,"2011-03-01"
"14","Huddersfield Town","€12.63m",27,"2011-03-01"
"15","Birmingham City","€90.55m",26,"2011-03-01"
"16","Millwall FC","€12.48m",29,"2011-03-01"
"17","Sheffield Wednesday","€16.35m",25,"2011-03-01"
"18","Preston North End","€20.70m",34,"2011-03-01"
"19","Queens Park Rangers","€36.50m",30,"2011-03-01"
"20","Barnsley FC","€20.15m",29,"2011-03-01"
"21","Luton Town","€2.28m",33,"2011-03-01"
"22","Coventry City","€15.78m",27,"2011-03-01"
"23","Rotherham United","€3.48m",25,"2011-03-01"
"24","Wycombe Wanderers","€4.50m",26,"2011-03-01"
