"Team","Value","Squad size","Date"
"Salford City","-",1,"2012-08-01"
"Bolton Wanderers","£50.67m",29,"2012-08-01"
"Oldham Athletic","£2.72m",22,"2012-08-01"
"Barrow AFC","£360Th.",10,"2012-08-01"
"Morecambe FC","£2.34m",23,"2012-08-01"
"Mansfield Town","£2.25m",26,"2012-08-01"
"Tranmere Rovers","£2.12m",21,"2012-08-01"
"Grimsby Town","£1.08m",18,"2012-08-01"
"Leyton Orient","£4.05m",23,"2012-08-01"
"Colchester United","£4.66m",23,"2012-08-01"
"Scunthorpe United","£2.57m",17,"2012-08-01"
"Bradford City","£3.53m",21,"2012-08-01"
"Port Vale FC","£1.94m",23,"2012-08-01"
"Crawley Town","£2.93m",23,"2012-08-01"
"Exeter City","£3.35m",18,"2012-08-01"
"Newport County","£1.08m",18,"2012-08-01"
"Southend United","£4.16m",24,"2012-08-01"
"Cheltenham Town","£1.44m",16,"2012-08-01"
"Cambridge United","£518Th.",26,"2012-08-01"
"Carlisle United","£4.34m",23,"2012-08-01"
"Stevenage FC","£3.33m",17,"2012-08-01"
"Forest Green Rovers","£1.35m",24,"2012-08-01"
"Walsall FC","£2.39m",16,"2012-08-01"
"Harrogate Town","£1.04m",28,"2012-08-01"
