"","Team","Value","Squad size","Date"
"1","Salford City","€525Th.",10,"2014-10-23"
"2","Southend United","€2.73m",24,"2014-10-23"
"3","Bolton Wanderers","€31.40m",30,"2014-10-23"
"4","Oldham Athletic","€5.18m",25,"2014-10-23"
"5","Tranmere Rovers","€2.93m",25,"2014-10-23"
"6","Morecambe FC","€2.30m",25,"2014-10-23"
"7","Grimsby Town","€625Th.",21,"2014-10-23"
"8","Colchester United","€3.58m",26,"2014-10-23"
"9","Leyton Orient","€7.65m",24,"2014-10-23"
"10","Mansfield Town","€2.15m",25,"2014-10-23"
"11","Bradford City","€5.95m",24,"2014-10-23"
"12","Scunthorpe United","€5.28m",29,"2014-10-23"
"13","Barrow AFC","€1.03m",27,"2014-10-23"
"14","Port Vale FC","€3.88m",26,"2014-10-23"
"15","Cheltenham Town","€2.08m",25,"2014-10-23"
"16","Exeter City","€2.45m",23,"2014-10-23"
"17","Carlisle United","€4.18m",25,"2014-10-23"
"18","Crawley Town","€3.85m",25,"2014-10-23"
"19","Newport County","€1.68m",27,"2014-10-23"
"20","Cambridge United","€2.25m",27,"2014-10-23"
"21","Walsall FC","€3.23m",26,"2014-10-23"
"22","Forest Green Rovers","€2.28m",24,"2014-10-23"
"23","Stevenage FC","€2.30m",28,"2014-10-23"
"24","Harrogate Town","€2.45m",40,"2014-10-23"
