"","Team","Value","Squad size","Date"
"1","Hull City","€46.40m",29,"2020-01-15"
"2","Ipswich Town","€13.78m",29,"2020-01-15"
"3","Blackpool FC","€6.90m",28,"2020-01-15"
"4","Sunderland AFC","€16.45m",24,"2020-01-15"
"5","Shrewsbury Town","€6.10m",24,"2020-01-15"
"6","Charlton Athletic","€22.45m",28,"2020-01-15"
"7","Fleetwood Town","€7.28m",26,"2020-01-15"
"8","Milton Keynes Dons","€6.20m",28,"2020-01-15"
"9","Oxford United","€12.85m",30,"2020-01-15"
"10","Wigan Athletic","€29.40m",31,"2020-01-15"
"11","Swindon Town","€5.50m",36,"2020-01-15"
"12","Doncaster Rovers","€3.20m",30,"2020-01-15"
"13","Portsmouth FC","€6.20m",27,"2020-01-15"
"14","Burton Albion","€5.20m",28,"2020-01-15"
"15","Gillingham FC","€4.13m",23,"2020-01-15"
"16","Bristol Rovers","€4.40m",31,"2020-01-15"
"17","Plymouth Argyle","€3.45m",28,"2020-01-15"
"18","Northampton Town","€3.03m",28,"2020-01-15"
"19","Lincoln City","€5.28m",26,"2020-01-15"
"20","Peterborough United","€5.28m",25,"2020-01-15"
"21","Rochdale AFC","€3.08m",28,"2020-01-15"
"22","Crewe Alexandra","€1.95m",25,"2020-01-15"
"23","AFC Wimbledon","€2.00m",29,"2020-01-15"
"24","Accrington Stanley","€2.33m",37,"2020-01-15"
