"","Team","Value","Squad size","Date"
"1","Hull City","€68.95m",26,"2016-04-01"
"2","Ipswich Town","€19.73m",28,"2016-04-01"
"3","Blackpool FC","€3.93m",26,"2016-04-01"
"4","Sunderland AFC","€87.25m",24,"2016-04-01"
"5","Shrewsbury Town","€4.70m",27,"2016-04-01"
"6","Charlton Athletic","€26.95m",31,"2016-04-01"
"7","Fleetwood Town","€5.60m",31,"2016-04-01"
"8","Milton Keynes Dons","€9.85m",24,"2016-04-01"
"9","Oxford United","€2.98m",27,"2016-04-01"
"10","Wigan Athletic","€10.85m",26,"2016-04-01"
"11","Swindon Town","€3.50m",25,"2016-04-01"
"12","Doncaster Rovers","€5.08m",26,"2016-04-01"
"13","Portsmouth FC","€4.63m",25,"2016-04-01"
"14","Burton Albion","€4.15m",25,"2016-04-01"
"15","Gillingham FC","€3.75m",28,"2016-04-01"
"16","Bristol Rovers","€2.15m",28,"2016-04-01"
"17","Plymouth Argyle","€2.83m",23,"2016-04-01"
"18","Northampton Town","€4.45m",23,"2016-04-01"
"19","Lincoln City","€1.08m",22,"2016-04-01"
"20","Peterborough United","€4.23m",27,"2016-04-01"
"21","Rochdale AFC","€4.35m",27,"2016-04-01"
"22","Crewe Alexandra","€2.50m",28,"2016-04-01"
"23","AFC Wimbledon","€2.90m",27,"2016-04-01"
"24","Accrington Stanley","€1.58m",30,"2016-04-01"
