"","Team","Value","Squad size","Date"
"1","Salford City","€50Th.",3,"2013-09-15"
"2","Southend United","€3.28m",24,"2013-09-15"
"3","Bolton Wanderers","€41.20m",23,"2013-09-15"
"4","Oldham Athletic","€4.93m",26,"2013-09-15"
"5","Tranmere Rovers","€2.78m",21,"2013-09-15"
"6","Morecambe FC","€2.18m",22,"2013-09-15"
"7","Grimsby Town","€925Th.",20,"2013-09-15"
"8","Colchester United","€3.83m",24,"2013-09-15"
"9","Leyton Orient","€3.83m",21,"2013-09-15"
"10","Mansfield Town","€1.35m",28,"2013-09-15"
"11","Bradford City","€5.83m",21,"2013-09-15"
"12","Scunthorpe United","€4.00m",26,"2013-09-15"
"13","Barrow AFC","€575Th.",22,"2013-09-15"
"14","Port Vale FC","€3.83m",22,"2013-09-15"
"15","Cheltenham Town","€2.43m",23,"2013-09-15"
"16","Exeter City","€3.45m",23,"2013-09-15"
"17","Carlisle United","€3.53m",23,"2013-09-15"
"18","Crawley Town","€3.00m",23,"2013-09-15"
"19","Newport County","€1.40m",24,"2013-09-15"
"20","Cambridge United","€550Th.",25,"2013-09-15"
"21","Walsall FC","€2.80m",25,"2013-09-15"
"22","Forest Green Rovers","€1.33m",29,"2013-09-15"
"23","Stevenage FC","€4.25m",23,"2013-09-15"
"24","Harrogate Town","€1.73m",34,"2013-09-15"
