"Team","Value","Squad size","Date"
"Hull City","£24.57m",26,"2012-10-15"
"Ipswich Town","£18.88m",29,"2012-10-15"
"Blackpool FC","£22.66m",34,"2012-10-15"
"Sunderland AFC","£103.05m",23,"2012-10-15"
"Charlton Athletic","£10.24m",29,"2012-10-15"
"Shrewsbury Town","£4.10m",24,"2012-10-15"
"Fleetwood Town","£3.04m",29,"2012-10-15"
"Milton Keynes Dons","£5.72m",19,"2012-10-15"
"Oxford United","£4.12m",28,"2012-10-15"
"Wigan Athletic","£63.90m",23,"2012-10-15"
"Swindon Town","£4.79m",25,"2012-10-15"
"Doncaster Rovers","£6.03m",21,"2012-10-15"
"Portsmouth FC","£7.16m",21,"2012-10-15"
"Burton Albion","£2.57m",25,"2012-10-15"
"Gillingham FC","£2.93m",27,"2012-10-15"
"Bristol Rovers","£4.55m",30,"2012-10-15"
"Northampton Town","£3.38m",26,"2012-10-15"
"Plymouth Argyle","£3.38m",28,"2012-10-15"
"Lincoln City","£968Th.",29,"2012-10-15"
"Peterborough United","£8.78m",27,"2012-10-15"
"Rochdale AFC","£1.91m",25,"2012-10-15"
"Crewe Alexandra","£1.44m",25,"2012-10-15"
"AFC Wimbledon","£1.58m",27,"2012-10-15"
"Accrington Stanley","£1.58m",27,"2012-10-15"
