"","Team","Value","Squad size","Date"
"1","Salford City","€650Th.",25,"2017-10-15"
"2","Southend United","€7.18m",24,"2017-10-15"
"3","Bolton Wanderers","€16.25m",26,"2017-10-15"
"4","Oldham Athletic","€7.90m",28,"2017-10-15"
"5","Tranmere Rovers","€1.70m",27,"2017-10-15"
"6","Morecambe FC","€2.50m",29,"2017-10-15"
"7","Grimsby Town","€2.83m",28,"2017-10-15"
"8","Colchester United","€3.55m",26,"2017-10-15"
"9","Leyton Orient","€2.63m",32,"2017-10-15"
"10","Mansfield Town","€4.03m",24,"2017-10-15"
"11","Bradford City","€4.58m",33,"2017-10-15"
"12","Scunthorpe United","€6.98m",26,"2017-10-15"
"13","Barrow AFC","€950Th.",24,"2017-10-15"
"14","Port Vale FC","€3.30m",34,"2017-10-15"
"15","Cheltenham Town","€2.75m",25,"2017-10-15"
"16","Exeter City","€4.28m",29,"2017-10-15"
"17","Carlisle United","€2.55m",23,"2017-10-15"
"18","Crawley Town","€2.83m",24,"2017-10-15"
"19","Newport County","€2.23m",25,"2017-10-15"
"20","Cambridge United","€2.33m",23,"2017-10-15"
"21","Walsall FC","€3.10m",27,"2017-10-15"
"22","Forest Green Rovers","€1.65m",27,"2017-10-15"
"23","Stevenage FC","€2.00m",28,"2017-10-15"
"24","Harrogate Town","€775Th.",23,"2017-10-15"
