"Team","Value","Squad size","Date"
"Hull City","£45.14m",25,"2018-09-15"
"Ipswich Town","£13.43m",29,"2018-09-15"
"Blackpool FC","£4.41m",28,"2018-09-15"
"Sunderland AFC","£28.08m",25,"2018-09-15"
"Shrewsbury Town","£3.44m",30,"2018-09-15"
"Charlton Athletic","£10.49m",26,"2018-09-15"
"Fleetwood Town","£7.47m",26,"2018-09-15"
"Milton Keynes Dons","£5.40m",32,"2018-09-15"
"Oxford United","£6.03m",26,"2018-09-15"
"Wigan Athletic","£15.12m",29,"2018-09-15"
"Swindon Town","£2.88m",27,"2018-09-15"
"Doncaster Rovers","£2.97m",30,"2018-09-15"
"Portsmouth FC","£6.30m",26,"2018-09-15"
"Burton Albion","£5.87m",25,"2018-09-15"
"Gillingham FC","£2.66m",28,"2018-09-15"
"Bristol Rovers","£3.67m",25,"2018-09-15"
"Plymouth Argyle","£5.36m",34,"2018-09-15"
"Northampton Town","£3.83m",26,"2018-09-15"
"Lincoln City","£4.10m",25,"2018-09-15"
"Peterborough United","£5.04m",25,"2018-09-15"
"Rochdale AFC","£5.58m",28,"2018-09-15"
"Crewe Alexandra","£2.05m",29,"2018-09-15"
"AFC Wimbledon","£2.81m",25,"2018-09-15"
"Accrington Stanley","£2.05m",30,"2018-09-15"
