"","Team","Value","Squad size","Date"
"1","Hull City","€97.75m",26,"2014-12-15"
"2","Ipswich Town","€19.00m",28,"2014-12-15"
"3","Blackpool FC","€18.28m",32,"2014-12-15"
"4","Sunderland AFC","€87.05m",24,"2014-12-15"
"5","Shrewsbury Town","€3.88m",25,"2014-12-15"
"6","Charlton Athletic","€18.30m",30,"2014-12-15"
"7","Fleetwood Town","€3.70m",26,"2014-12-15"
"8","Milton Keynes Dons","€7.30m",24,"2014-12-15"
"9","Oxford United","€2.60m",30,"2014-12-15"
"10","Wigan Athletic","€47.15m",29,"2014-12-15"
"11","Swindon Town","€3.30m",26,"2014-12-15"
"12","Doncaster Rovers","€5.30m",24,"2014-12-15"
"13","Portsmouth FC","€5.03m",30,"2014-12-15"
"14","Burton Albion","€2.69m",26,"2014-12-15"
"15","Gillingham FC","€2.85m",28,"2014-12-15"
"16","Bristol Rovers","€1.55m",27,"2014-12-15"
"17","Plymouth Argyle","€2.03m",25,"2014-12-15"
"18","Northampton Town","€4.25m",28,"2014-12-15"
"19","Lincoln City","€450Th.",22,"2014-12-15"
"20","Peterborough United","€7.48m",23,"2014-12-15"
"21","Rochdale AFC","€3.93m",26,"2014-12-15"
"22","Crewe Alexandra","€3.30m",31,"2014-12-15"
"23","AFC Wimbledon","€2.88m",30,"2014-12-15"
"24","Accrington Stanley","€1.40m",26,"2014-12-15"
