"Team","Value","Squad size","Date"
"Salford City","£45Th.",3,"2012-10-15"
"Bolton Wanderers","£52.92m",30,"2012-10-15"
"Oldham Athletic","£5.09m",28,"2012-10-15"
"Barrow AFC","£675Th.",19,"2012-10-15"
"Morecambe FC","£2.25m",23,"2012-10-15"
"Mansfield Town","£2.57m",29,"2012-10-15"
"Tranmere Rovers","£2.14m",25,"2012-10-15"
"Grimsby Town","£1.31m",19,"2012-10-15"
"Leyton Orient","£4.91m",23,"2012-10-15"
"Colchester United","£4.84m",26,"2012-10-15"
"Scunthorpe United","£4.46m",24,"2012-10-15"
"Bradford City","£4.19m",23,"2012-10-15"
"Port Vale FC","£1.87m",22,"2012-10-15"
"Crawley Town","£3.31m",27,"2012-10-15"
"Exeter City","£3.80m",23,"2012-10-15"
"Newport County","£1.26m",21,"2012-10-15"
"Southend United","£3.83m",24,"2012-10-15"
"Cheltenham Town","£2.12m",20,"2012-10-15"
"Cambridge United","£518Th.",28,"2012-10-15"
"Carlisle United","£4.23m",25,"2012-10-15"
"Stevenage FC","£4.88m",27,"2012-10-15"
"Forest Green Rovers","£1.35m",24,"2012-10-15"
"Walsall FC","£3.17m",24,"2012-10-15"
"Harrogate Town","£1.24m",26,"2012-10-15"
