"","Team","Value","Squad size","Date"
"1","Liverpool FC","€379.70m",28,"2017-01-15"
"2","Manchester City","€540.25m",24,"2017-01-15"
"3","Chelsea FC","€493.80m",28,"2017-01-15"
"4","Manchester United","€520.00m",25,"2017-01-15"
"5","Tottenham Hotspur","€375.00m",25,"2017-01-15"
"6","Arsenal FC","€490.50m",29,"2017-01-15"
"7","Everton FC","€258.75m",29,"2017-01-15"
"8","Leicester City","€215.50m",26,"2017-01-15"
"9","Wolverhampton Wanderers","€44.80m",29,"2017-01-15"
"10","Aston Villa","€89.50m",25,"2017-01-15"
"11","West Ham United","€246.40m",28,"2017-01-15"
"12","Newcastle United","€131.60m",29,"2017-01-15"
"13","Southampton FC","€205.00m",27,"2017-01-15"
"14","Brighton & Hove Albion","€45.35m",25,"2017-01-15"
"15","Fulham FC","€51.20m",26,"2017-01-15"
"16","Crystal Palace","€168.75m",26,"2017-01-15"
"17","Leeds United","€33.15m",26,"2017-01-15"
"18","Sheffield United","€7.30m",24,"2017-01-15"
"19","Burnley FC","€65.50m",22,"2017-01-15"
"20","West Bromwich Albion","€103.10m",20,"2017-01-15"
