"Team","Value","Squad size","Date"
"Liverpool FC","£833.85m",24,"2019-02-15"
"Manchester City","£1.01bn",25,"2019-02-15"
"Chelsea FC","£775.58m",26,"2019-02-15"
"Manchester United","£683.10m",25,"2019-02-15"
"Tottenham Hotspur","£721.35m",24,"2019-02-15"
"Arsenal FC","£553.95m",25,"2019-02-15"
"Everton FC","£383.40m",24,"2019-02-15"
"Leicester City","£301.50m",25,"2019-02-15"
"Wolverhampton Wanderers","£202.28m",20,"2019-02-15"
"Aston Villa","£97.88m",28,"2019-02-15"
"West Ham United","£267.30m",26,"2019-02-15"
"Newcastle United","£171.14m",26,"2019-02-15"
"Southampton FC","£197.19m",24,"2019-02-15"
"Brighton & Hove Albion","£156.15m",23,"2019-02-15"
"Fulham FC","£228.60m",27,"2019-02-15"
"Crystal Palace","£221.36m",26,"2019-02-15"
"Leeds United","£52.29m",23,"2019-02-15"
"Sheffield United","£34.61m",25,"2019-02-15"
"Burnley FC","£157.32m",27,"2019-02-15"
"West Bromwich Albion","£100.08m",26,"2019-02-15"
