"Team","Value","Squad size","Date"
"Liverpool FC","£329.63m",30,"2016-04-01"
"Manchester City","£451.58m",24,"2016-04-01"
"Chelsea FC","£440.78m",24,"2016-04-01"
"Manchester United","£373.28m",28,"2016-04-01"
"Tottenham Hotspur","£281.25m",22,"2016-04-01"
"Arsenal FC","£396.00m",28,"2016-04-01"
"Everton FC","£209.25m",26,"2016-04-01"
"Leicester City","£114.30m",23,"2016-04-01"
"Wolverhampton Wanderers","£22.23m",26,"2016-04-01"
"Aston Villa","£94.73m",25,"2016-04-01"
"West Ham United","£154.80m",26,"2016-04-01"
"Newcastle United","£163.35m",31,"2016-04-01"
"Brighton & Hove Albion","£31.28m",28,"2016-04-01"
"Southampton FC","£186.08m",26,"2016-04-01"
"Fulham FC","£34.52m",28,"2016-04-01"
"Crystal Palace","£113.18m",28,"2016-04-01"
"Leeds United","£21.33m",23,"2016-04-01"
"Sheffield United","£10.15m",26,"2016-04-01"
"Burnley FC","£40.28m",29,"2016-04-01"
"West Bromwich Albion","£90.90m",23,"2016-04-01"
