"Team","Value","Squad size","Date"
"Hull City","£26.33m",28,"2011-05-15"
"Ipswich Town","£21.06m",26,"2011-05-15"
"Blackpool FC","£40.68m",30,"2011-05-15"
"Sunderland AFC","£97.25m",24,"2011-05-15"
"Shrewsbury Town","£3.69m",26,"2011-05-15"
"Charlton Athletic","£10.78m",29,"2011-05-15"
"Fleetwood Town","£1.08m",29,"2011-05-15"
"Milton Keynes Dons","£4.23m",20,"2011-05-15"
"Oxford United","£3.13m",21,"2011-05-15"
"Wigan Athletic","£63.90m",24,"2011-05-15"
"Swindon Town","£4.57m",25,"2011-05-15"
"Doncaster Rovers","£12.71m",29,"2011-05-15"
"Portsmouth FC","£26.37m",22,"2011-05-15"
"Burton Albion","£3.29m",27,"2011-05-15"
"Gillingham FC","£4.41m",29,"2011-05-15"
"Bristol Rovers","£7.18m",33,"2011-05-15"
"Plymouth Argyle","£8.84m",25,"2011-05-15"
"Northampton Town","£4.10m",33,"2011-05-15"
"Lincoln City","£2.72m",26,"2011-05-15"
"Peterborough United","£7.45m",29,"2011-05-15"
"Rochdale AFC","£3.13m",24,"2011-05-15"
"Crewe Alexandra","£1.64m",25,"2011-05-15"
"AFC Wimbledon","£428Th.",30,"2011-05-15"
"Accrington Stanley","£1.69m",27,"2011-05-15"
