"","Team","Value","Squad size","Date"
"1","AFC Bournemouth","€3.68m",25,"2011-08-01"
"2","Norwich City","€23.40m",34,"2011-08-01"
"3","Watford FC","€12.75m",30,"2011-08-01"
"4","Brentford FC","€5.38m",22,"2011-08-01"
"5","Cardiff City","€28.43m",29,"2011-08-01"
"6","Bristol City","€19.93m",28,"2011-08-01"
"7","Swansea City","€20.53m",31,"2011-08-01"
"8","Reading FC","€20.05m",35,"2011-08-01"
"9","Stoke City","€80.10m",27,"2011-08-01"
"10","Blackburn Rovers","€65.00m",23,"2011-08-01"
"11","Nottingham Forest","€27.90m",27,"2011-08-01"
"12","Middlesbrough FC","€30.03m",25,"2011-08-01"
"13","Derby County","€15.35m",30,"2011-08-01"
"14","Huddersfield Town","€9.78m",31,"2011-08-01"
"15","Birmingham City","€43.75m",18,"2011-08-01"
"16","Millwall FC","€9.80m",24,"2011-08-01"
"17","Sheffield Wednesday","€13.38m",22,"2011-08-01"
"18","Preston North End","€12.20m",25,"2011-08-01"
"19","Queens Park Rangers","€41.65m",37,"2011-08-01"
"20","Barnsley FC","€11.05m",21,"2011-08-01"
"21","Luton Town","€903Th.",31,"2011-08-01"
"22","Coventry City","€10.98m",23,"2011-08-01"
"23","Rotherham United","€3.50m",23,"2011-08-01"
"24","Wycombe Wanderers","€3.95m",25,"2011-08-01"
