"Team","Value","Squad size","Date"
"Salford City","£720Th.",20,"2017-04-15"
"Bolton Wanderers","£13.28m",26,"2017-04-15"
"Oldham Athletic","£4.03m",26,"2017-04-15"
"Barrow AFC","£653Th.",25,"2017-04-15"
"Morecambe FC","£1.85m",19,"2017-04-15"
"Mansfield Town","£3.24m",28,"2017-04-15"
"Tranmere Rovers","£1.67m",30,"2017-04-15"
"Grimsby Town","£2.41m",29,"2017-04-15"
"Leyton Orient","£4.12m",28,"2017-04-15"
"Colchester United","£3.58m",28,"2017-04-15"
"Scunthorpe United","£5.11m",25,"2017-04-15"
"Bradford City","£4.32m",27,"2017-04-15"
"Port Vale FC","£5.31m",35,"2017-04-15"
"Crawley Town","£2.79m",23,"2017-04-15"
"Exeter City","£3.67m",32,"2017-04-15"
"Newport County","£2.36m",32,"2017-04-15"
"Southend United","£5.02m",27,"2017-04-15"
"Cheltenham Town","£1.69m",24,"2017-04-15"
"Cambridge United","£2.70m",26,"2017-04-15"
"Carlisle United","£3.06m",27,"2017-04-15"
"Stevenage FC","£2.34m",27,"2017-04-15"
"Forest Green Rovers","£1.89m",25,"2017-04-15"
"Walsall FC","£3.26m",25,"2017-04-15"
"Harrogate Town","£1.26m",29,"2017-04-15"
