"Team","Value","Squad size","Date"
"Liverpool FC","£920.61m",31,"2020-08-15"
"Manchester City","£966.49m",37,"2020-08-15"
"Chelsea FC","£721.31m",31,"2020-08-15"
"Manchester United","£687.31m",34,"2020-08-15"
"Tottenham Hotspur","£639.32m",27,"2020-08-15"
"Arsenal FC","£539.42m",30,"2020-08-15"
"Everton FC","£370.67m",29,"2020-08-15"
"Leicester City","£404.37m",28,"2020-08-15"
"Wolverhampton Wanderers","£308.21m",28,"2020-08-15"
"Aston Villa","£209.43m",26,"2020-08-15"
"West Ham United","£271.31m",27,"2020-08-15"
"Newcastle United","£200.07m",29,"2020-08-15"
"Southampton FC","£201.06m",28,"2020-08-15"
"Brighton & Hove Albion","£207.41m",35,"2020-08-15"
"Fulham FC","£116.28m",26,"2020-08-15"
"Crystal Palace","£161.48m",23,"2020-08-15"
"Leeds United","£64.22m",32,"2020-08-15"
"Sheffield United","£113.63m",21,"2020-08-15"
"Burnley FC","£138.85m",25,"2020-08-15"
"West Bromwich Albion","£54.72m",21,"2020-08-15"
