"Team","Value","Squad size","Date"
"AFC Bournemouth","£17.15m",29,"2015-01-15"
"Norwich City","£58.64m",29,"2015-01-15"
"Watford FC","£36.32m",33,"2015-01-15"
"Brentford FC","£12.33m",33,"2015-01-15"
"Stoke City","£99.45m",27,"2015-01-15"
"Bristol City","£6.26m",22,"2015-01-15"
"Nottingham Forest","£36.36m",28,"2015-01-15"
"Swansea City","£81.00m",28,"2015-01-15"
"Blackburn Rovers","£34.83m",32,"2015-01-15"
"Reading FC","£24.89m",27,"2015-01-15"
"Cardiff City","£44.82m",27,"2015-01-15"
"Middlesbrough FC","£31.16m",32,"2015-01-15"
"Huddersfield Town","£16.07m",32,"2015-01-15"
"Birmingham City","£12.24m",28,"2015-01-15"
"Derby County","£29.93m",30,"2015-01-15"
"Millwall FC","£13.75m",27,"2015-01-15"
"Preston North End","£6.84m",29,"2015-01-15"
"Sheffield Wednesday","£11.25m",26,"2015-01-15"
"Queens Park Rangers","£88.43m",27,"2015-01-15"
"Barnsley FC","£5.09m",30,"2015-01-15"
"Luton Town","£2.27m",33,"2015-01-15"
"Coventry City","£5.54m",27,"2015-01-15"
"Rotherham United","£10.26m",27,"2015-01-15"
"Wycombe Wanderers","£1.91m",24,"2015-01-15"
