"Team","Value","Squad size","Date"
"AFC Bournemouth","£3.65m",26,"2010-12-01"
"Norwich City","£15.62m",28,"2010-12-01"
"Watford FC","£9.00m",22,"2010-12-01"
"Brentford FC","£7.56m",28,"2010-12-01"
"Cardiff City","£30.20m",24,"2010-12-01"
"Bristol City","£17.73m",28,"2010-12-01"
"Swansea City","£18.11m",32,"2010-12-01"
"Reading FC","£18.65m",26,"2010-12-01"
"Stoke City","£72.00m",23,"2010-12-01"
"Blackburn Rovers","£65.93m",22,"2010-12-01"
"Nottingham Forest","£29.30m",27,"2010-12-01"
"Middlesbrough FC","£37.85m",27,"2010-12-01"
"Derby County","£14.27m",34,"2010-12-01"
"Huddersfield Town","£9.95m",25,"2010-12-01"
"Birmingham City","£66.65m",24,"2010-12-01"
"Millwall FC","£10.87m",29,"2010-12-01"
"Sheffield Wednesday","£13.66m",23,"2010-12-01"
"Preston North End","£15.86m",33,"2010-12-01"
"Queens Park Rangers","£27.09m",28,"2010-12-01"
"Barnsley FC","£14.49m",27,"2010-12-01"
"Luton Town","£1.98m",32,"2010-12-01"
"Coventry City","£13.88m",28,"2010-12-01"
"Rotherham United","£2.59m",28,"2010-12-01"
"Wycombe Wanderers","£3.56m",26,"2010-12-01"
