"","Team","Value","Squad size","Date"
"1","Liverpool FC","€232.00m",23,"2013-01-15"
"2","Manchester City","€500.00m",26,"2013-01-15"
"3","Chelsea FC","€389.00m",24,"2013-01-15"
"4","Manchester United","€435.00m",26,"2013-01-15"
"5","Tottenham Hotspur","€266.00m",26,"2013-01-15"
"6","Arsenal FC","€274.75m",25,"2013-01-15"
"7","Everton FC","€125.00m",22,"2013-01-15"
"8","Leicester City","€27.65m",26,"2013-01-15"
"9","Wolverhampton Wanderers","€69.10m",31,"2013-01-15"
"10","Aston Villa","€120.25m",28,"2013-01-15"
"11","West Ham United","€103.45m",27,"2013-01-15"
"12","Newcastle United","€157.00m",28,"2013-01-15"
"13","Southampton FC","€70.25m",27,"2013-01-15"
"14","Brighton & Hove Albion","€24.43m",32,"2013-01-15"
"15","Fulham FC","€83.25m",25,"2013-01-15"
"16","Crystal Palace","€18.55m",28,"2013-01-15"
"17","Leeds United","€23.53m",31,"2013-01-15"
"18","Sheffield United","€10.00m",29,"2013-01-15"
"19","Burnley FC","€20.48m",30,"2013-01-15"
"20","West Bromwich Albion","€81.25m",26,"2013-01-15"
