"","Team","Value","Squad size","Date"
"1","Liverpool FC","€275.50m",24,"2013-09-15"
"2","Manchester City","€469.75m",24,"2013-09-15"
"3","Chelsea FC","€475.75m",27,"2013-09-15"
"4","Manchester United","€412.25m",29,"2013-09-15"
"5","Tottenham Hotspur","€293.50m",24,"2013-09-15"
"6","Arsenal FC","€342.50m",27,"2013-09-15"
"7","Everton FC","€161.75m",26,"2013-09-15"
"8","Leicester City","€28.90m",25,"2013-09-15"
"9","Wolverhampton Wanderers","€22.30m",25,"2013-09-15"
"10","Aston Villa","€102.30m",27,"2013-09-15"
"11","West Ham United","€97.25m",25,"2013-09-15"
"12","Newcastle United","€168.00m",26,"2013-09-15"
"13","Southampton FC","€106.00m",24,"2013-09-15"
"14","Brighton & Hove Albion","€25.03m",26,"2013-09-15"
"15","Fulham FC","€92.10m",25,"2013-09-15"
"16","Crystal Palace","€57.20m",33,"2013-09-15"
"17","Leeds United","€21.00m",26,"2013-09-15"
"18","Sheffield United","€8.45m",28,"2013-09-15"
"19","Burnley FC","€18.73m",22,"2013-09-15"
"20","West Bromwich Albion","€97.25m",28,"2013-09-15"
